Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,D8,D9,TD,C1
HADS-691,Sensor attention alarm sensor D1,2,Mp2,HA 406,CEN 040,,,,,,,,,
HADS-692,Sensor attention alarm sensor U2,2,Mp2,HA 407,CEN 040,,,,,,,,,
HADS-693,Sensor attention alarm sensor D2,2,Mp2,HA 408,CEN 040,,,,,,,,,
HADS-694,Sensor attention alarm sensor U3,2,Mp2,HA 409,CEN 040,,,,,,,,,
HADS-695,Sensor attention alarm sensor D3,2,Mp2,HA 410,CEN 040,,,,,,,,,
HADS-696,Sensor attention alarm sensor U4,2,Mp2,HA 411,CEN 040,,,,,,,,,
HADS-697,Sensor attention alarm sensor D4,2,Mp2,HA 412,CEN 040,,,,,,,,,
HADS-700,Sensor attention alarm sensor U1,2,Tc2,HA 413,CEN 040,,,,,,,,,
HADS-701,Sensor attention alarm sensor D1,2,Tc2,HA 414,CEN 040,,,,,,,,,
HADS-702,Sensor attention alarm sensor U2,2,Tc2,HA 415,CEN 040,,,,,,,,,
HADS-703,Sensor attention alarm sensor D2,2,Tc2,HA 416,CEN 040,,,,,,,,,
HADS-704,Sensor attention alarm sensor U3,2,Tc2,HA 417,CEN 040,,,,,,,,,
HADS-705,Sensor attention alarm sensor D3,2,Tc2,HA 418,CEN 040,,,,,,,,,
HADS-706,Sensor attention alarm sensor U4,2,Tc2,HA 419,CEN 040,,,,,,,,,
HADS-707,Sensor attention alarm sensor D4,2,Tc2,HA 420,CEN 040,,,,,,,,,
HADS-710,Temperature Axle #1 Temperature Open circuit ,2,Tc1,HA 421,CEN 040,,,,,,,,,
HADS-711,Temperature Axle #1 Temperature Short circuit ,2,Tc1,HA 422,CEN 040,,,,,,,,,
HADS-712,Temperature Axle #1 Temperature Error ,2,Tc1,HA 423,CEN 040,,,,,,,,,
HADS-713,Temperature Axle #2 Temperature Open circuit ,2,Tc1,HA 424,CEN 040,,,,,,,,,
HADS-714,Temperature Axle #2 Temperature Short circuit ,2,Tc1,HA 425,CEN 040,,,,,,,,,
HADS-715,Temperature Axle #2 Temperature Error ,2,Tc1,HA 426,CEN 040,,,,,,,,,
HADS-716,Temperature Axle #3 Temperature Open circuit ,2,Tc1,HA 427,CEN 040,,,,,,,,,
HADS-717,Temperature Axle #3 Temperature Short circuit ,2,Tc1,HA 428,CEN 040,,,,,,,,,
HADS-718,Temperature Axle #3 Temperature Error ,2,Tc1,HA 429,CEN 040,,,,,,,,,
HADS-719,Temperature Axle #4 Temperature Open circuit ,2,Tc1,HA 430,CEN 040,,,,,,,,,
HADS-720,Temperature Axle #4 Temperature Short circuit ,2,Tc1,HA 431,CEN 040,,,,,,,,,
HADS-721,Temperature Axle #4 Temperature Error ,2,Tc1,HA 432,CEN 040,,,,,,,,,
HADS-722,Temperature Axle #5 Temperature Open circuit ,2,Tc1,HA 433,CEN 040,,,,,,,,,
HADS-723,Temperature Axle #5 Temperature Short circuit ,2,Tc1,HA 434,CEN 040,,,,,,,,,
HADS-724,Temperature Axle #5 Temperature Error ,2,Tc1,HA 435,CEN 040,,,,,,,,,
HADS-725,Temperature Axle #6 Temperature Open circuit ,2,Tc1,HA 436,CEN 040,,,,,,,,,
HADS-726,Temperature Axle #6 Temperature Short circuit ,2,Tc1,HA 437,CEN 040,,,,,,,,,
HADS-727,Temperature Axle #6 Temperature Error ,2,Tc1,HA 438,CEN 040,,,,,,,,,
HADS-728,Temperature Axle #7 Temperature Open circuit ,2,Tc1,HA 439,CEN 040,,,,,,,,,
HADS-729,Temperature Axle #7 Temperature Short circuit ,2,Tc1,HA 440,CEN 040,,,,,,,,,
HADS-730,Temperature Axle #7 Temperature Error ,2,Tc1,HA 441,CEN 040,,,,,,,,,
HADS-731,Temperature Axle #8 Temperature Open circuit ,2,Tc1,HA 442,CEN 040,,,,,,,,,
HADS-732,Temperature Axle #8 Temperature Short circuit ,2,Tc1,HA 443,CEN 040,,,,,,,,,
HADS-733,Temperature Axle #8 Temperature Error ,2,Tc1,HA 444,CEN 040,,,,,,,,,
HADS-734,Temperature Ambient #1 Temperature Open circuit ,2,Tc1,HA 445,CEN 040,,,,,,,,,
HADS-735,Temperature Ambient #1 Temperature Short circuit ,2,Tc1,HA 446,CEN 040,,,,,,,,,
HADS-736,Temperature Ambient #1 Temperature Error ,2,Tc1,HA 447,CEN 040,,,,,,,,,
HADS-737,Temperature Ambient #2 Temperature Open circuit ,2,Tc1,HA 448,CEN 040,,,,,,,,,
HADS-738,Temperature Ambient #2 Temperature Short circuit ,2,Tc1,HA 449,CEN 040,,,,,,,,,
HADS-739,Temperature Ambient #2 Temperature Error ,2,Tc1,HA 450,CEN 040,,,,,,,,,
HADS-740,Temperature Axle #1 Temperature Open circuit ,2,Mp1,HA 451,CEN 040,,,,,,,,,
HADS-741,Temperature Axle #1 Temperature Short circuit ,2,Mp1,HA 452,CEN 040,,,,,,,,,
HADS-742,Temperature Axle #1 Temperature Error ,2,Mp1,HA 453,CEN 040,,,,,,,,,
HADS-743,Temperature Axle #2 Temperature Open circuit ,2,Mp1,HA 454,CEN 040,,,,,,,,,
HADS-744,Temperature Axle #2 Temperature Short circuit ,2,Mp1,HA 455,CEN 040,,,,,,,,,
HADS-745,Temperature Axle #2 Temperature Error ,2,Mp1,HA 456,CEN 040,,,,,,,,,
HADS-746,Temperature Axle #3 Temperature Open circuit ,2,Mp1,HA 457,CEN 040,,,,,,,,,
HADS-747,Temperature Axle #3 Temperature Short circuit ,2,Mp1,HA 458,CEN 040,,,,,,,,,
HADS-748,Temperature Axle #3 Temperature Error ,2,Mp1,HA 459,CEN 040,,,,,,,,,
HADS-749,Temperature Axle #4 Temperature Open circuit ,2,Mp1,HA 460,CEN 040,,,,,,,,,
HADS-750,Temperature Axle #4 Temperature Short circuit ,2,Mp1,HA 461,CEN 040,,,,,,,,,
HADS-751,Temperature Axle #4 Temperature Error ,2,Mp1,HA 462,CEN 040,,,,,,,,,
HADS-752,Temperature Axle #5 Temperature Open circuit ,2,Mp1,HA 463,CEN 040,,,,,,,,,
HADS-753,Temperature Axle #5 Temperature Short circuit ,2,Mp1,HA 464,CEN 040,,,,,,,,,
HADS-754,Temperature Axle #5 Temperature Error ,2,Mp1,HA 465,CEN 040,,,,,,,,,
HADS-755,Temperature Axle #6 Temperature Open circuit ,2,Mp1,HA 466,CEN 040,,,,,,,,,
HADS-756,Temperature Axle #6 Temperature Short circuit ,2,Mp1,HA 467,CEN 040,,,,,,,,,
HADS-757,Temperature Axle #6 Temperature Error ,2,Mp1,HA 468,CEN 040,,,,,,,,,
HADS-758,Temperature Axle #7 Temperature Open circuit ,2,Mp1,HA 469,CEN 040,,,,,,,,,
HADS-759,Temperature Axle #7 Temperature Short circuit ,2,Mp1,HA 470,CEN 040,,,,,,,,,
HADS-760,Temperature Axle #7 Temperature Error ,2,Mp1,HA 471,CEN 040,,,,,,,,,
HADS-761,Temperature Axle #8 Temperature Open circuit ,2,Mp1,HA 472,CEN 040,,,,,,,,,
HADS-762,Temperature Axle #8 Temperature Short circuit ,2,Mp1,HA 473,CEN 040,,,,,,,,,
HADS-763,Temperature Axle #8 Temperature Error ,2,Mp1,HA 474,CEN 040,,,,,,,,,
HADS-764,Temperature Ambient #1 Temperature Open circuit ,2,Mp1,HA 475,CEN 040,,,,,,,,,
HADS-765,Temperature Ambient #1 Temperature Short circuit ,2,Mp1,HA 476,CEN 040,,,,,,,,,
HADS-766,Temperature Ambient #1 Temperature Error ,2,Mp1,HA 477,CEN 040,,,,,,,,,
HADS-767,Temperature Ambient #2 Temperature Open circuit ,2,Mp1,HA 478,CEN 040,,,,,,,,,
HADS-768,Temperature Ambient #2 Temperature Short circuit ,2,Mp1,HA 479,CEN 040,,,,,,,,,
HADS-769,Temperature Ambient #2 Temperature Error ,2,Mp1,HA 480,CEN 040,,,,,,,,,
HADS-770,Temperature Axle #1 Temperature Open circuit ,2,MW1,HA 481,CEN 040,,,,,,,,,
HADS-771,Temperature Axle #1 Temperature Short circuit ,2,MW1,HA 482,CEN 040,,,,,,,,,
HADS-772,Temperature Axle #1 Temperature Error ,2,MW1,HA 483,CEN 040,,,,,,,,,
HADS-773,Temperature Axle #2 Temperature Open circuit ,2,MW1,HA 484,CEN 040,,,,,,,,,
HADS-774,Temperature Axle #2 Temperature Short circuit ,2,MW1,HA 485,CEN 040,,,,,,,,,
HADS-775,Temperature Axle #2 Temperature Error ,2,MW1,HA 486,CEN 040,,,,,,,,,
HADS-776,Temperature Axle #3 Temperature Open circuit ,2,MW1,HA 487,CEN 040,,,,,,,,,
HADS-777,Temperature Axle #3 Temperature Short circuit ,2,MW1,HA 488,CEN 040,,,,,,,,,
HADS-778,Temperature Axle #3 Temperature Error ,2,MW1,HA 489,CEN 040,,,,,,,,,
HADS-779,Temperature Axle #4 Temperature Open circuit ,2,MW1,HA 490,CEN 040,,,,,,,,,
HADS-780,Temperature Axle #4 Temperature Short circuit ,2,MW1,HA 491,CEN 040,,,,,,,,,
HADS-781,Temperature Axle #4 Temperature Error ,2,MW1,HA 492,CEN 040,,,,,,,,,
HADS-782,Temperature Axle #5 Temperature Open circuit ,2,MW1,HA 493,CEN 040,,,,,,,,,
HADS-783,Temperature Axle #5 Temperature Short circuit ,2,MW1,HA 494,CEN 040,,,,,,,,,
HADS-784,Temperature Axle #5 Temperature Error ,2,MW1,HA 495,CEN 040,,,,,,,,,
HADS-785,Temperature Axle #6 Temperature Open circuit ,2,MW1,HA 496,CEN 040,,,,,,,,,
HADS-786,Temperature Axle #6 Temperature Short circuit ,2,MW1,HA 497,CEN 040,,,,,,,,,
HADS-787,Temperature Axle #6 Temperature Error ,2,MW1,HA 498,CEN 040,,,,,,,,,
HADS-788,Temperature Axle #7 Temperature Open circuit ,2,MW1,HA 499,CEN 040,,,,,,,,,
HADS-789,Temperature Axle #7 Temperature Short circuit ,2,MW1,HA 500,CEN 040,,,,,,,,,
HADS-790,Temperature Axle #7 Temperature Error ,2,MW1,HA 501,CEN 040,,,,,,,,,
HADS-791,Temperature Axle #8 Temperature Open circuit ,2,MW1,HA 502,CEN 040,,,,,,,,,
HADS-792,Temperature Axle #8 Temperature Short circuit ,2,MW1,HA 503,CEN 040,,,,,,,,,
HADS-793,Temperature Axle #8 Temperature Error ,2,MW1,HA 504,CEN 040,,,,,,,,,
HADS-794,Temperature Ambient #1 Temperature Open circuit ,2,MW1,HA 505,CEN 040,,,,,,,,,
HADS-795,Temperature Ambient #1 Temperature Short circuit ,2,MW1,HA 506,CEN 040,,,,,,,,,
HADS-796,Temperature Ambient #1 Temperature Error ,2,MW1,HA 507,CEN 040,,,,,,,,,
HADS-797,Temperature Ambient #2 Temperature Open circuit ,2,MW1,HA 508,CEN 040,,,,,,,,,
HADS-798,Temperature Ambient #2 Temperature Short circuit ,2,MW1,HA 509,CEN 040,,,,,,,,,
HADS-799,Temperature Ambient #2 Temperature Error ,2,MW1,HA 510,CEN 040,,,,,,,,,
HADS-800,Temperature Axle #1 Temperature Open circuit ,2,HMp,HA 511,CEN 040,,,,,,,,,
HADS-801,Temperature Axle #1 Temperature Short circuit ,2,HMp,HA 512,CEN 040,,,,,,,,,
HADS-802,Temperature Axle #1 Temperature Error ,2,HMp,HA 513,CEN 040,,,,,,,,,
HADS-803,Temperature Axle #2 Temperature Open circuit ,2,HMp,HA 514,CEN 040,,,,,,,,,
HADS-804,Temperature Axle #2 Temperature Short circuit ,2,HMp,HA 515,CEN 040,,,,,,,,,
HADS-805,Temperature Axle #2 Temperature Error ,2,HMp,HA 516,CEN 040,,,,,,,,,
HADS-806,Temperature Axle #3 Temperature Open circuit ,2,HMp,HA 517,CEN 040,,,,,,,,,
HADS-807,Temperature Axle #3 Temperature Short circuit ,2,HMp,HA 518,CEN 040,,,,,,,,,
HADS-808,Temperature Axle #3 Temperature Error ,2,HMp,HA 519,CEN 040,,,,,,,,,
HADS-809,Temperature Axle #4 Temperature Open circuit ,2,HMp,HA 520,CEN 040,,,,,,,,,
HADS-810,Temperature Axle #4 Temperature Short circuit ,2,HMp,HA 521,CEN 040,,,,,,,,,
HADS-811,Temperature Axle #4 Temperature Error ,2,HMp,HA 522,CEN 040,,,,,,,,,
HADS-812,Temperature Axle #5 Temperature Open circuit ,2,HMp,HA 523,CEN 040,,,,,,,,,
HADS-813,Temperature Axle #5 Temperature Short circuit ,2,HMp,HA 524,CEN 040,,,,,,,,,
HADS-814,Temperature Axle #5 Temperature Error ,2,HMp,HA 525,CEN 040,,,,,,,,,
HADS-815,Temperature Axle #6 Temperature Open circuit ,2,HMp,HA 526,CEN 040,,,,,,,,,
HADS-816,Temperature Axle #6 Temperature Short circuit ,2,HMp,HA 527,CEN 040,,,,,,,,,
HADS-817,Temperature Axle #6 Temperature Error ,2,HMp,HA 528,CEN 040,,,,,,,,,
HADS-818,Temperature Axle #7 Temperature Open circuit ,2,HMp,HA 529,CEN 040,,,,,,,,,
HADS-819,Temperature Axle #7 Temperature Short circuit ,2,HMp,HA 530,CEN 040,,,,,,,,,
HADS-820,Temperature Axle #7 Temperature Error ,2,HMp,HA 531,CEN 040,,,,,,,,,
HADS-821,Temperature Axle #8 Temperature Open circuit ,2,HMp,HA 532,CEN 040,,,,,,,,,
HADS-822,Temperature Axle #8 Temperature Short circuit ,2,HMp,HA 533,CEN 040,,,,,,,,,
HADS-823,Temperature Axle #8 Temperature Error ,2,HMp,HA 534,CEN 040,,,,,,,,,
HADS-824,Temperature Ambient #1 Temperature Open circuit ,2,HMp,HA 535,CEN 040,,,,,,,,,
HADS-825,Temperature Ambient #1 Temperature Short circuit ,2,HMp,HA 536,CEN 040,,,,,,,,,
HADS-826,Temperature Ambient #1 Temperature Error ,2,HMp,HA 537,CEN 040,,,,,,,,,
HADS-827,Temperature Ambient #2 Temperature Open circuit ,2,HMp,HA 538,CEN 040,,,,,,,,,
HADS-828,Temperature Ambient #2 Temperature Short circuit ,2,HMp,HA 539,CEN 040,,,,,,,,,
HADS-829,Temperature Ambient #2 Temperature Error ,2,HMp,HA 540,CEN 040,,,,,,,,,
HADS-830,Temperature Axle #1 Temperature Open circuit ,2,HT,HA 541,CEN 040,,,,,,,,,
HADS-831,Temperature Axle #1 Temperature Short circuit ,2,HT,HA 542,CEN 040,,,,,,,,,
HADS-832,Temperature Axle #1 Temperature Error ,2,HT,HA 543,CEN 040,,,,,,,,,
HADS-833,Temperature Axle #2 Temperature Open circuit ,2,HT,HA 544,CEN 040,,,,,,,,,
HADS-834,Temperature Axle #2 Temperature Short circuit ,2,HT,HA 545,CEN 040,,,,,,,,,
HADS-835,Temperature Axle #2 Temperature Error ,2,HT,HA 546,CEN 040,,,,,,,,,
HADS-836,Temperature Axle #3 Temperature Open circuit ,2,HT,HA 547,CEN 040,,,,,,,,,
HADS-837,Temperature Axle #3 Temperature Short circuit ,2,HT,HA 548,CEN 040,,,,,,,,,
HADS-838,Temperature Axle #3 Temperature Error ,2,HT,HA 549,CEN 040,,,,,,,,,
HADS-839,Temperature Axle #4 Temperature Open circuit ,2,HT,HA 550,CEN 040,,,,,,,,,
HADS-840,Temperature Axle #4 Temperature Short circuit ,2,HT,HA 551,CEN 040,,,,,,,,,
HADS-841,Temperature Axle #4 Temperature Error ,2,HT,HA 552,CEN 040,,,,,,,,,
HADS-842,Temperature Axle #5 Temperature Open circuit ,2,HT,HA 553,CEN 040,,,,,,,,,
HADS-843,Temperature Axle #5 Temperature Short circuit ,2,HT,HA 554,CEN 040,,,,,,,,,
HADS-844,Temperature Axle #5 Temperature Error ,2,HT,HA 555,CEN 040,,,,,,,,,
HADS-845,Temperature Axle #6 Temperature Open circuit ,2,HT,HA 556,CEN 040,,,,,,,,,
HADS-846,Temperature Axle #6 Temperature Short circuit ,2,HT,HA 557,CEN 040,,,,,,,,,
HADS-847,Temperature Axle #6 Temperature Error ,2,HT,HA 558,CEN 040,,,,,,,,,
HADS-848,Temperature Axle #7 Temperature Open circuit ,2,HT,HA 559,CEN 040,,,,,,,,,
HADS-849,Temperature Axle #7 Temperature Short circuit ,2,HT,HA 560,CEN 040,,,,,,,,,
HADS-850,Temperature Axle #7 Temperature Error ,2,HT,HA 561,CEN 040,,,,,,,,,
HADS-851,Temperature Axle #8 Temperature Open circuit ,2,HT,HA 562,CEN 040,,,,,,,,,
HADS-852,Temperature Axle #8 Temperature Short circuit ,2,HT,HA 563,CEN 040,,,,,,,,,
HADS-853,Temperature Axle #8 Temperature Error ,2,HT,HA 564,CEN 040,,,,,,,,,
HADS-854,Temperature Ambient #1 Temperature Open circuit ,2,HT,HA 565,CEN 040,,,,,,,,,
HADS-855,Temperature Ambient #1 Temperature Short circuit ,2,HT,HA 566,CEN 040,,,,,,,,,
HADS-856,Temperature Ambient #1 Temperature Error ,2,HT,HA 567,CEN 040,,,,,,,,,
HADS-857,Temperature Ambient #2 Temperature Open circuit ,2,HT,HA 568,CEN 040,,,,,,,,,
HADS-858,Temperature Ambient #2 Temperature Short circuit ,2,HT,HA 569,CEN 040,,,,,,,,,
HADS-859,Temperature Ambient #2 Temperature Error ,2,HT,HA 570,CEN 040,,,,,,,,,
HADS-860,Temperature Axle #1 Temperature Open circuit ,2,MW2,HA 571,CEN 040,,,,,,,,,
HADS-861,Temperature Axle #1 Temperature Short circuit ,2,MW2,HA 572,CEN 040,,,,,,,,,
HADS-862,Temperature Axle #1 Temperature Error ,2,MW2,HA 573,CEN 040,,,,,,,,,
HADS-863,Temperature Axle #2 Temperature Open circuit ,2,MW2,HA 574,CEN 040,,,,,,,,,
HADS-864,Temperature Axle #2 Temperature Short circuit ,2,MW2,HA 575,CEN 040,,,,,,,,,
HADS-865,Temperature Axle #2 Temperature Error ,2,MW2,HA 576,CEN 040,,,,,,,,,
HADS-866,Temperature Axle #3 Temperature Open circuit ,2,MW2,HA 577,CEN 040,,,,,,,,,
HADS-867,Temperature Axle #3 Temperature Short circuit ,2,MW2,HA 578,CEN 040,,,,,,,,,
HADS-868,Temperature Axle #3 Temperature Error ,2,MW2,HA 579,CEN 040,,,,,,,,,
HADS-869,Temperature Axle #4 Temperature Open circuit ,2,MW2,HA 580,CEN 040,,,,,,,,,
HADS-870,Temperature Axle #4 Temperature Short circuit ,2,MW2,HA 581,CEN 040,,,,,,,,,
HADS-871,Temperature Axle #4 Temperature Error ,2,MW2,HA 582,CEN 040,,,,,,,,,
HADS-872,Temperature Axle #5 Temperature Open circuit ,2,MW2,HA 583,CEN 040,,,,,,,,,
HADS-873,Temperature Axle #5 Temperature Short circuit ,2,MW2,HA 584,CEN 040,,,,,,,,,
HADS-874,Temperature Axle #5 Temperature Error ,2,MW2,HA 585,CEN 040,,,,,,,,,
HADS-875,Temperature Axle #6 Temperature Open circuit ,2,MW2,HA 586,CEN 040,,,,,,,,,
HADS-876,Temperature Axle #6 Temperature Short circuit ,2,MW2,HA 587,CEN 040,,,,,,,,,
HADS-877,Temperature Axle #6 Temperature Error ,2,MW2,HA 588,CEN 040,,,,,,,,,
HADS-878,Temperature Axle #7 Temperature Open circuit ,2,MW2,HA 589,CEN 040,,,,,,,,,
HADS-879,Temperature Axle #7 Temperature Short circuit ,2,MW2,HA 590,CEN 040,,,,,,,,,
HADS-880,Temperature Axle #7 Temperature Error ,2,MW2,HA 591,CEN 040,,,,,,,,,
HADS-881,Temperature Axle #8 Temperature Open circuit ,2,MW2,HA 592,CEN 040,,,,,,,,,
HADS-882,Temperature Axle #8 Temperature Short circuit ,2,MW2,HA 593,CEN 040,,,,,,,,,
HADS-883,Temperature Axle #8 Temperature Error ,2,MW2,HA 594,CEN 040,,,,,,,,,
HADS-884,Temperature Ambient #1 Temperature Open circuit ,2,MW2,HA 595,CEN 040,,,,,,,,,
HADS-885,Temperature Ambient #1 Temperature Short circuit ,2,MW2,HA 596,CEN 040,,,,,,,,,
HADS-886,Temperature Ambient #1 Temperature Error ,2,MW2,HA 597,CEN 040,,,,,,,,,
HADS-887,Temperature Ambient #2 Temperature Open circuit ,2,MW2,HA 598,CEN 040,,,,,,,,,
HADS-888,Temperature Ambient #2 Temperature Short circuit ,2,MW2,HA 599,CEN 040,,,,,,,,,
HADS-889,Temperature Ambient #2 Temperature Error ,2,MW2,HA 600,CEN 040,,,,,,,,,
HADS-890,Temperature Axle #1 Temperature Open circuit ,2,Mp2,HA 601,CEN 040,,,,,,,,,
HADS-891,Temperature Axle #1 Temperature Short circuit ,2,Mp2,HA 602,CEN 040,,,,,,,,,
HADS-892,Temperature Axle #1 Temperature Error ,2,Mp2,HA 603,CEN 040,,,,,,,,,
HADS-893,Temperature Axle #2 Temperature Open circuit ,2,Mp2,HA 604,CEN 040,,,,,,,,,
HADS-894,Temperature Axle #2 Temperature Short circuit ,2,Mp2,HA 605,CEN 040,,,,,,,,,
HADS-895,Temperature Axle #2 Temperature Error ,2,Mp2,HA 606,CEN 040,,,,,,,,,
HADS-896,Temperature Axle #3 Temperature Open circuit ,2,Mp2,HA 607,CEN 040,,,,,,,,,
HADS-897,Temperature Axle #3 Temperature Short circuit ,2,Mp2,HA 608,CEN 040,,,,,,,,,
HADS-898,Temperature Axle #3 Temperature Error ,2,Mp2,HA 609,CEN 040,,,,,,,,,
HADS-899,Temperature Axle #4 Temperature Open circuit ,2,Mp2,HA 610,CEN 040,,,,,,,,,
HADS-900,Temperature Axle #4 Temperature Short circuit ,2,Mp2,HA 611,CEN 040,,,,,,,,,
HADS-901,Temperature Axle #4 Temperature Error ,2,Mp2,HA 612,CEN 040,,,,,,,,,
HADS-902,Temperature Axle #5 Temperature Open circuit ,2,Mp2,HA 613,CEN 040,,,,,,,,,
HADS-903,Temperature Axle #5 Temperature Short circuit ,2,Mp2,HA 614,CEN 040,,,,,,,,,
HADS-904,Temperature Axle #5 Temperature Error ,2,Mp2,HA 615,CEN 040,,,,,,,,,
HADS-905,Temperature Axle #6 Temperature Open circuit ,2,Mp2,HA 616,CEN 040,,,,,,,,,
HADS-906,Temperature Axle #6 Temperature Short circuit ,2,Mp2,HA 617,CEN 040,,,,,,,,,
HADS-907,Temperature Axle #6 Temperature Error ,2,Mp2,HA 618,CEN 040,,,,,,,,,
HADS-908,Temperature Axle #7 Temperature Open circuit ,2,Mp2,HA 619,CEN 040,,,,,,,,,
HADS-909,Temperature Axle #7 Temperature Short circuit ,2,Mp2,HA 620,CEN 040,,,,,,,,,
HADS-910,Temperature Axle #7 Temperature Error ,2,Mp2,HA 621,CEN 040,,,,,,,,,
HADS-911,Temperature Axle #8 Temperature Open circuit ,2,Mp2,HA 622,CEN 040,,,,,,,,,
HADS-912,Temperature Axle #8 Temperature Short circuit ,2,Mp2,HA 623,CEN 040,,,,,,,,,
HADS-913,Temperature Axle #8 Temperature Error ,2,Mp2,HA 624,CEN 040,,,,,,,,,
HADS-914,Temperature Ambient #1 Temperature Open circuit ,2,Mp2,HA 625,CEN 040,,,,,,,,,
HADS-915,Temperature Ambient #1 Temperature Short circuit ,2,Mp2,HA 626,CEN 040,,,,,,,,,
HADS-916,Temperature Ambient #1 Temperature Error ,2,Mp2,HA 627,CEN 040,,,,,,,,,
HADS-917,Temperature Ambient #2 Temperature Open circuit ,2,Mp2,HA 628,CEN 040,,,,,,,,,
HADS-918,Temperature Ambient #2 Temperature Short circuit ,2,Mp2,HA 629,CEN 040,,,,,,,,,
HADS-919,Temperature Ambient #2 Temperature Error ,2,Mp2,HA 630,CEN 040,,,,,,,,,
HADS-920,Temperature Axle #1 Temperature Open circuit ,2,Tc2,HA 631,CEN 040,,,,,,,,,
HADS-921,Temperature Axle #1 Temperature Short circuit ,2,Tc2,HA 632,CEN 040,,,,,,,,,
HADS-922,Temperature Axle #1 Temperature Error ,2,Tc2,HA 633,CEN 040,,,,,,,,,
HADS-923,Temperature Axle #2 Temperature Open circuit ,2,Tc2,HA 634,CEN 040,,,,,,,,,
HADS-924,Temperature Axle #2 Temperature Short circuit ,2,Tc2,HA 635,CEN 040,,,,,,,,,
HADS-925,Temperature Axle #2 Temperature Error ,2,Tc2,HA 636,CEN 040,,,,,,,,,
HADS-926,Temperature Axle #3 Temperature Open circuit ,2,Tc2,HA 637,CEN 040,,,,,,,,,
HADS-927,Temperature Axle #3 Temperature Short circuit ,2,Tc2,HA 638,CEN 040,,,,,,,,,
HADS-928,Temperature Axle #3 Temperature Error ,2,Tc2,HA 639,CEN 040,,,,,,,,,
HADS-929,Temperature Axle #4 Temperature Open circuit ,2,Tc2,HA 640,CEN 040,,,,,,,,,
HADS-930,Temperature Axle #4 Temperature Short circuit ,2,Tc2,HA 641,CEN 040,,,,,,,,,
HADS-931,Temperature Axle #4 Temperature Error ,2,Tc2,HA 642,CEN 040,,,,,,,,,
HADS-932,Temperature Axle #5 Temperature Open circuit ,2,Tc2,HA 643,CEN 040,,,,,,,,,
HADS-933,Temperature Axle #5 Temperature Short circuit ,2,Tc2,HA 644,CEN 040,,,,,,,,,
HADS-934,Temperature Axle #5 Temperature Error ,2,Tc2,HA 645,CEN 040,,,,,,,,,
HADS-935,Temperature Axle #6 Temperature Open circuit ,2,Tc2,HA 646,CEN 040,,,,,,,,,
HADS-936,Temperature Axle #6 Temperature Short circuit ,2,Tc2,HA 647,CEN 040,,,,,,,,,
HADS-937,Temperature Axle #6 Temperature Error ,2,Tc2,HA 648,CEN 040,,,,,,,,,
HADS-938,Temperature Axle #7 Temperature Open circuit ,2,Tc2,HA 649,CEN 040,,,,,,,,,
HADS-939,Temperature Axle #7 Temperature Short circuit ,2,Tc2,HA 650,CEN 040,,,,,,,,,
HADS-940,Temperature Axle #7 Temperature Error ,2,Tc2,HA 651,CEN 040,,,,,,,,,
HADS-941,Temperature Axle #8 Temperature Open circuit ,2,Tc2,HA 652,CEN 040,,,,,,,,,
HADS-942,Temperature Axle #8 Temperature Short circuit ,2,Tc2,HA 653,CEN 040,,,,,,,,,
HADS-943,Temperature Axle #8 Temperature Error ,2,Tc2,HA 654,CEN 040,,,,,,,,,
HADS-944,Temperature Ambient #1 Temperature Open circuit ,2,Tc2,HA 655,CEN 040,,,,,,,,,
HADS-945,Temperature Ambient #1 Temperature Short circuit ,2,Tc2,HA 656,CEN 040,,,,,,,,,
HADS-946,Temperature Ambient #1 Temperature Error ,2,Tc2,HA 657,CEN 040,,,,,,,,,
HADS-947,Temperature Ambient #2 Temperature Open circuit ,2,Tc2,HA 658,CEN 040,,,,,,,,,
HADS-948,Temperature Ambient #2 Temperature Short circuit ,2,Tc2,HA 659,CEN 040,,,,,,,,,
HADS-949,Temperature Ambient #2 Temperature Error ,2,Tc2,HA 660,CEN 040,,,,,,,,,
HADS-950,HADS transmission fault (CS1-2),2,"Tc1, Tc2",HA 100,CEN 040,,,,,,,,10s,
ORIS-300, ORIS transmission fault (CS2-1),2,HT,ORIS 100,,,,,,,,,,
ORIS-310,ORIS_RC_LEFT sensor system failure ,2,HT,ORIS 104,,,,,,,,,,
ORIS-311,ORIS_RC_RIGHT sensor system failure,2,HT,ORIS 105,,,,,,,,,,
ORIS-312,ORIS RC LED 1 failure ,2,HT,ORIS 106,,,,,,,,,,
ORIS-313,ORIS RC LED 2 failure ,2,HT,ORIS 107,,,,,,,,,,
ORIS-314,ORIS RC LED 3 failure ,2,HT,ORIS 108,,,,,,,,,,
ORIS-315,ORIS RC LED 4 failure ,2,HT,ORIS 109,,,,,,,,,,
ORIS-316,ORIS RC LED 5 failure ,2,HT,ORIS 110,,,,,,,,,,
ORIS-317,ORIS RC LED 6 failure ,2,HT,ORIS 111,,,,,,,,,,
ORIS-318,ORIS RC_LEFT computer system failure ,2,HT,ORIS 112,,,,,,,,,,
ORIS-319,ORIS RC_RIGHT computer system failure ,2,HT,ORIS 113,,,,,,,,,,
ORIS-320,ORIS HC_LEFT left sensor system failure ,2,HT,ORIS 114,,,,,,,,,,
